id,text,label
15737,deal lottery buy urgent urgent deadline project,spam
15738,meeting team meeting schedule schedule buy deal,not spam
15739,money buy deal offer money meeting work,spam
15740,report project report team schedule offer discount,not spam
15741,meeting report meeting project task free winner,not spam
15742,meeting work schedule schedule project deal deal,not spam
15743,cash deal cash deal cash project project,spam
15744,deadline report deadline project deadline urgent offer,not spam
15745,discount urgent lottery urgent lottery deadline report,spam
15746,discount discount lottery discount lottery report project,spam
15747,task report task schedule assignment free lottery,not spam
15748,task assignment work deadline task deal lottery,not spam
15749,cash lottery free winner offer project deadline,spam
15750,meeting work team assignment deadline buy lottery,not spam
15751,schedule meeting deadline team assignment money lottery,not spam
15752,task meeting deadline task work lottery money,not spam
15753,urgent buy free discount cash meeting update,spam
15754,work team assignment meeting project discount cash,not spam
15755,report assignment meeting schedule update free deal,not spam
15756,deadline update meeting schedule schedule lottery cash,not spam
15757,meeting project schedule task work free winner,not spam
15758,cash urgent money free cash team task,spam
15759,winner offer deal buy winner task team,spam
15760,free urgent free buy cash report project,spam
15761,buy money lottery free urgent task update,spam
15762,urgent offer discount deal deal deadline assignment,spam
15763,winner free winner lottery winner task assignment,spam
15764,team assignment work assignment report urgent money,not spam
15765,schedule meeting project work schedule lottery money,not spam
15766,buy winner discount urgent urgent update assignment,spam
15767,cash offer cash free deal update schedule,spam
15768,update deadline update project task winner winner,not spam
15769,offer lottery offer winner deal assignment schedule,spam
15770,deadline report update work report offer urgent,not spam
15771,work task team meeting update winner urgent,not spam
15772,meeting meeting work task update deal offer,not spam
15773,task schedule schedule meeting task deal winner,not spam
15774,buy cash free buy cash schedule schedule,spam
15775,urgent money buy cash money meeting update,spam
15776,discount winner deal winner discount report update,spam
15777,task team meeting schedule task free urgent,not spam
15778,offer discount urgent offer offer work project,spam
15779,discount free lottery lottery cash team meeting,spam
15780,task work task schedule report cash deal,not spam
15781,cash lottery money lottery lottery update update,spam
15782,schedule deadline work task assignment winner free,not spam
15783,winner urgent money lottery cash team schedule,spam
15784,lottery free cash discount offer meeting task,spam
15785,lottery discount free winner winner schedule task,spam
15786,urgent buy winner winner free deadline update,spam
15787,meeting schedule report meeting project free lottery,not spam
15788,deadline team team report work urgent urgent,not spam
15789,project team meeting project schedule cash buy,not spam
15790,buy buy money urgent deal update assignment,spam
15791,project deadline task meeting project lottery offer,not spam
15792,project team team report meeting urgent offer,not spam
15793,offer deal free buy money project meeting,spam
15794,money buy free deal urgent report schedule,spam
15795,meeting deadline team schedule meeting free discount,not spam
15796,buy lottery urgent winner lottery report schedule,spam
15797,project assignment report schedule deadline free urgent,not spam
15798,winner deal discount buy discount meeting team,spam
15799,update update task schedule team buy lottery,not spam
15800,report project schedule deadline work deal discount,not spam
15801,free lottery urgent discount cash work deadline,spam
15802,schedule update deadline schedule meeting free free,not spam
15803,money urgent winner lottery discount team team,spam
15804,project team project project task deal lottery,not spam
